title,source,url,published_at,summary,image_url,country,topic,political_bias
"3-year-old boy lies heartbroken on floor of Jewel because he doesn’t hit height requirement for walking net, wins internet over",TODAY Online,https://www.todayonline.com/8days/3-year-old-boy-lies-heartbroken-floor-jewel-because-he-doesnt-hit-height-requirement-walking-net-wins-internet-over-2481976,2026-02-12,"Visiting the Canopy Park at Jewel Changi Airport might be on many people’s to-do list, but before you hype your kids up about the outing, here’s a PSA that your little ones need to be at least 110cm tall to get on the Walking and Bouncing Nets....","https://dam.mediacorp.sg/image/upload/s--g6_-zw1M--/c_fill,g_auto,h_676,w_1200/f_auto,q_auto/v1/one-cms/core/sad_kid_jewel_main.jpg?itok=DhRtFptu",Singapore,Sports,leaning-left
"Ex-Mediacorp actress Kate Pang hasn’t worked in Singapore for so long, she broke out in a rash because of the heat",TODAY Online,https://www.todayonline.com/8days/ex-mediacorp-actress-kate-pang-hasnt-worked-singapore-so-long-she-broke-out-rash-because-heat-2481971,2026-02-12,"It's been two months since former Mediacorp actress Kate Pang and her family moved back to Singapore from Taipei, and the 41-year-old is now ready to hustle. The Taiwanese actress and husband, local actor Andie Chen, 39, got married in 2013 and they have two kids Aden, 10, and Avery, eight....","https://dam.mediacorp.sg/image/upload/s--rawqJ54X--/c_fill,g_auto,h_676,w_1200/f_auto,q_auto/v1/one-cms/core/photo_2024_09_16_16.46.01.jpg?itok=_UcU2SdQ",Singapore,Entertainment,leaning-left
22-year-old daughter of Chingmy Yau says she will only date guys who are as handsome as Takeshi Kaneshiro or Jimmy Lin,TODAY Online,https://www.todayonline.com/8days/22-year-old-daughter-chingmy-yau-says-she-will-only-date-guys-who-are-handsome-takeshi-kaneshiro-or-jimmy-lin-2481966,2026-02-12,"Next time someone hounds you about why you're still single, just be like Hong Kong star Chingmy Yau's eldest daughter and tell them it's because your standards are too high. In a recent interview, Chingmy's 22-year-old daughter, Ayla Shum Yuet, who's widely hailed as the ""prettiest second gen...","https://dam.mediacorp.sg/image/upload/s--NuWllIxz--/c_fill,g_auto,h_676,w_1200/f_auto,q_auto/v1/one-cms/core/photo_2024_09_20_13.39.39.jpg?itok=6t6e7ikO",Singapore,Health,leaning-left
"Ben Yeo’s posh kopitiam toilets awarded 5-star rating by restroom association, 1st coffeeshop to win accolade",TODAY Online,https://www.todayonline.com/8days/ben-yeos-posh-kopitiam-toilets-awarded-5-star-rating-restroom-association-1st-coffeeshop-win-accolade-2481961,2026-02-12,"It’s official: the ‘glam’ restrooms at Tan Xiang Chai Chee, a retro wet market-themed kopitiam run by Mediacorp actor-host Ben Yeo and his partners, are the best coffeeshop toilets in Singapore....","https://dam.mediacorp.sg/image/upload/s--gmfJLnSy--/c_fill,g_auto,h_676,w_1200/f_auto,q_auto/v1/one-cms/core/1_ben_yeo_coffeeshop_best_toilet_b.jpg?itok=RF7RS32H",Singapore,Entertainment,leaning-left
"Chinese oil painter, 90, and his 46-year-old actress wife go viral for their 44-year age gap",TODAY Online,https://www.todayonline.com/8days/chinese-oil-painter-90-and-his-46-year-old-actress-wife-go-viral-their-44-year-age-gap-2481956,2026-02-12,"If you need more proof that age is just a number when it comes to love, here’s another couple who have found fame for their ""grandfather-granddaughter romance"". A video of 90-year-old renowned Chinese oil painter Jin Shangyi attending an art exhibition with a young woman, who was said to be his...","https://dam.mediacorp.sg/image/upload/s--JMvs0UkK--/c_fill,g_auto,h_676,w_1200/f_auto,q_auto/v1/one-cms/core/chinese_painter_jin_shangyi_age_gap.jpg?itok=NeSnJxWC",Singapore,Entertainment,leaning-left
"23-year-old gives up job hunting after 6 weeks to open S$80,000 Peranakan eatery",TODAY Online,https://www.todayonline.com/8days/23-year-old-gives-job-hunting-after-6-weeks-open-s80000-peranakan-eatery-2481946,2026-02-12,"While most 23-year-olds are still studying or job hunting, baby-faced Ernest Ang has taken the road less travelled. After completing his National Service, the engineering diploma holder spent just six weeks looking for a full-time job, before making the major decision to open his own Peranakan...","https://dam.mediacorp.sg/image/upload/s--05EEVr_M--/c_fill,g_auto,h_676,w_1200/f_auto,q_auto/v1/one-cms/core/kokoyo_montage_2_0.jpg?itok=7Y1ZlRg-",Singapore,Business,leaning-left
Raymond Lam's attempt at a sexy dance at concert fails to turn his fans on,TODAY Online,https://www.todayonline.com/8days/raymond-lams-attempt-sexy-dance-concert-fails-turn-his-fans-2481921,2026-02-12,"At his recent concert in Macau, 44-year-old Hong Kong singer-actor Raymond Lam broke into a sexy chair dance while performing his 2011 single 'Broken'. Raymond, who wore a tight-fitting black lace top and black pants, was seen thrusting his hips against the chair like Magic Mike before turning...","https://dam.mediacorp.sg/image/upload/s--qMiKKlZe--/c_fill,g_auto,h_676,w_1200/f_auto,q_auto/v1/one-cms/core/photo_2024_09_11_13.44.52.jpg?itok=e88kIVhx",Singapore,Entertainment,leaning-left
Japanese-American heartthrob Mika Hashizume was in S’pore to perform but the Sumatra squall ruined it,TODAY Online,https://www.todayonline.com/8days/japanese-american-heartthrob-mika-hashizume-was-spore-perform-sumatra-squall-ruined-it-2481906,2026-02-12,"Popular Japanese-American singer Mika Hashizume was all set to perform in Singapore on Tuesday (Sep 17), but it seems fans here would have to wait awhile more before he returns. The handsome 25-year-old, who gained a huge following since participating in Chinese idol survival show, Produce Camp...","https://dam.mediacorp.sg/image/upload/s--mdMd7vX7--/c_fill,g_auto,h_676,w_1200/f_auto,q_auto/v1/one-cms/core/headers.png_3.jpg?itok=7LayBDEU",Singapore,Entertainment,leaning-left
"Huang Xiaoming, 46, confirms rumours that he's dating influencer Ye Ke, 32",TODAY Online,https://www.todayonline.com/8days/huang-xiaoming-46-confirms-rumours-hes-dating-influencer-ye-ke-32-2481901,2026-02-12,"We can’t say we didn’t see this coming. After years of speculation, Chinese actor Huang Xiaoming, 46, has confirmed his relationship with influencer Ye Ke, 32. “Everyone, stop guessing. We are together,” he wrote on Weibo yesterday (Sep 19), tagging Ye Ke in the post along with a heart emoji....","https://dam.mediacorp.sg/image/upload/s--ekhInPUz--/c_fill,g_auto,h_676,w_1200/f_auto,q_auto/v1/one-cms/core/huang_xiaoming_ye_ke.jpg?itok=H_tb0o-M",Singapore,Entertainment,leaning-left
"Lights, camera, optimism: Moviegoers, observers believe cinemas can bounce back with some novel ideas",TODAY Online,https://www.todayonline.com/features/cinema-attendance-movies-stay-alive-2482276,2026-02-12,"Recently, there has been online discussions about the future of cinemas here in Singapore following the closure of Cathay Cineplexes' theatres in AMK Hub this June. Cathay Cineplexes, which is owned by entertainment firm mm2 Asia, closed three other theatres in the last two years, namely at Orchard...","https://dam.mediacorp.sg/image/upload/s--nVcJ8rcu--/c_fill,g_auto,h_676,w_1200/f_auto,q_auto/v1/mediacorp/tdy/image/2024/09/27/istock-1334590638.jpg?itok=rrfKjaxv",Singapore,Technology,leaning-left
The Stories Behind: The one-eyed tattoo artist who won't let a rare disease affect his craft,TODAY Online,https://www.todayonline.com/features/stories-behind-one-eyed-tattoo-artist-2481676,2026-02-12,"Back in my junior college days, I developed an interest in journalism after watching The Post, a documentary-thriller about Washington Post journalists' difficult quest to publish classified documents in the 1970s....","https://dam.mediacorp.sg/image/upload/s--SmxPalOv--/c_fill,g_auto,h_676,w_1200/f_auto,q_auto/v1/mediacorp/tdy/image/2024/09/26/20240923-jk-coats_disease_tattoo_artist_tirana-5.jpg?itok=EaMm-wEB",Singapore,Health,leaning-left
"‘Feeling like a failure’: Mums tell how pressure to breastfeed led to anxiety, depression",TODAY Online,https://www.todayonline.com/features/breastfeeding-mothers-failure-pressure-stress-anxiety-depression-2481831,2026-02-12,"Breastfeeding prevalence rates are high in Singapore now, but this was not always the case. In 1951, more than 80 per cent of infants here were breastfed for four weeks or more. By 1978, this figure had dwindled to about 20 per cent, based on a 1986 article published in the Journal of Tropical...","https://dam.mediacorp.sg/image/upload/s--UkXeEAZr--/c_fill,g_auto,h_676,w_1200/f_auto,q_auto/v1/mediacorp/tdy/image/2024/09/20/20240918_raj_breastfeeding_mother_tsuraiya_zakaria1.jpg?itok=m0lRy2IW",Singapore,Health,leaning-left
"Breaking curfews, screaming and stalking: Here's why Singapore youths are going crazy for viral internet personalities",TODAY Online,https://www.todayonline.com/features/breaking-curfews-screaming-youths-viral-personalities-2481776,2026-02-12,"Pandemonium erupted when a black car transporting three VIPs rolled out of Raffles Hotel in June this year, as hundreds of teenage fans who had been waiting for more than six hours surged forward to catch a close-up glimpse of their idols, with some trying to do so by dashing across the road....","https://dam.mediacorp.sg/image/upload/s--TwShJBbZ--/c_fill,g_auto,h_676,w_1200/f_auto,q_auto/v1/mediacorp/tdy/image/2024/09/20/20242009_ha_sisters_kudasai_ishowspeed.jpg?itok=Jxf9ZoMO",Singapore,Entertainment,leaning-left
Is plant-based meat healthy? Here’s what you need to know as a consumer,TODAY Online,https://www.todayonline.com/features/plant-based-meat-healthy-what-you-need-know-consumer-2481816,2026-02-12,"Plant-based meat can also be made with potato protein, Assoc Prof Du Juan said. The main ingredients of a plant-based meat substitute play an important role in determining their nutritional value....","https://dam.mediacorp.sg/image/upload/s--2M7FHnyq--/c_fill,g_auto,h_676,w_1200/f_auto,q_auto/v1/mediacorp/tdy/image/2024/09/20/20240921_plant-based_meat.jpg?itok=vknSQnO-",Singapore,Business,leaning-left
The Stories Behind: How boccia gave a teen with cerebral palsy dreams of Paralympic gold and his family a way to bond,TODAY Online,https://www.todayonline.com/features/stories-behind-cerebral-palsy-boccia-paralympics-family-2481796,2026-02-12,"I still recall, during my teenage years, how an older family friend frequently confided in my mother about her worries of what the future holds for her daughter who has an intellectual disability....","https://dam.mediacorp.sg/image/upload/s--DrNhBCNz--/c_fill,g_auto,h_676,w_1200/f_auto,q_auto/v1/mediacorp/tdy/image/2024/09/20/20240918-jk-aloysius_gan-1.jpg?itok=3TVA_hnS",Singapore,Health,leaning-left
Gen Zen: I doubted the benefits of lying in a water pod with 600kg of salt. Floatation therapy surprised me,TODAY Online,https://www.todayonline.com/features/gen-zen-doubtful-floatation-therapy-salt-pod-surprise-2481281,2026-02-12,"There is one thing that popular American television series The Big Bang Theory, The Simpsons and Stranger Things have in common. At some point, some of the characters of all three series lay in a pool of very salty water in silence and pitch darkness, for science and mental wellness....","https://dam.mediacorp.sg/image/upload/s--xYqB3PIw--/c_fill,g_auto,h_676,w_1200/f_auto,q_auto/v1/mediacorp/tdy/image/2024/09/13/sw-gzfloatation.jpg?itok=T9NX3_pz",Singapore,Health,leaning-left
"The Stories Behind: At 73, this grandma has come out of retirement to serve up coffee, chats from her kitchen window in Joo Chiat",TODAY Online,https://www.todayonline.com/features/stories-behind-grandma-73-retirement-serve-coffee-chats-joo-chiat-window-2481296,2026-02-12,"How long would you like your working life to last? Even now, at the start of my career, I’d be lying if I wasn’t already thinking about retirement wistfully. Given the pace and socially stimulating nature of my job, retirement — as far-off as it may be — looks alluringly quiet, spent with a handful...","https://dam.mediacorp.sg/image/upload/s--Y8ORJOsq--/c_fill,g_auto,h_676,w_1200/f_auto,q_auto/v1/mediacorp/tdy/image/2024/09/13/llt_tsb_kopikhoo-3.jpg?itok=uVy35-sR",Singapore,Business,leaning-left
"‘So excruciatingly painful, I cried’: Without warning, blood vessel burst in 26-year-old Singaporean’s brain, leading to stroke",TODAY Online,https://www.todayonline.com/features/brain-aneurysm-stroke-no-warning-blood-vessel-burst-26-year-old-singaporean-2481441,2026-02-12,"Having been building her career as a digital and culinary artist before her diagnosis, she now chose to share her experience to raise awareness that a brain aneurysm rupture is “something that can happen anytime to anyone”....","https://dam.mediacorp.sg/image/upload/s--aTdNzNn0--/c_crop,h_783,w_1393,x_22,y_149/c_fill,g_auto,h_676,w_1200/f_auto,q_auto/v1/mediacorp/tdy/image/2024/09/13/20240914_tan_cheng_hui_brain_aneurysm_stroke.jpg?itok=HZPQ1SCw",Singapore,Health,leaning-left
"'Not always about mental illness': Discussions about suicide among youth are too simplified and secretive, helpline volunteers say",TODAY Online,https://www.todayonline.com/features/not-mental-illness-suicide-helpline-volunteers-2480931,2026-02-12,"Warning: This article discusses suicide. SINGAPORE — When Mr Reshii Varma lost a loved one to suicide several years ago, he found that it was hard to talk about suicide with people around him without it being seen as a form of mental illness....","https://dam.mediacorp.sg/image/upload/s--UTgKJPII--/c_fill,g_auto,h_676,w_1200/f_auto,q_auto/v1/mediacorp/tdy/image/2024/09/06/20240908-ns-nlsuicide0908.jpg?itok=z-4zL2O3",Singapore,Health,leaning-left
The Stories Behind: This aspiring pilot was given a year to live at 23. He beat cancer and now aims to fulfil his dream,TODAY Online,https://www.todayonline.com/features/stories-behind-aspiring-pilot-beat-cancer-aims-fulfil-dream-2480806,2026-02-12,"In September 2020, Mr Hu had several nosebleeds that antibiotics prescribed by doctors did not seem to stop. Shortly after, he noticed a lump the size of “a mini sausage” that grew on the lower left side of his neck....","https://dam.mediacorp.sg/image/upload/s--fJ8Gfpc5--/c_fill,g_auto,h_676,w_1200/f_auto,q_auto/v1/mediacorp/tdy/image/2024/09/05/sw-hansenhu-6.jpg?itok=0m4HntLQ",Singapore,Health,leaning-left
Adulting 101: My friend lost her job after failing probation. Here’s how to ask your boss about your progress,TODAY Online,https://www.todayonline.com/features/adulting-101-friend-lost-job-fail-probation-check-boss-progress-2480966,2026-02-12,"When my friend told me recently that she had left her job after failing her probation at work, I couldn't understand why. After all, everything seemed to be smooth sailing in her first few months on the job....","https://dam.mediacorp.sg/image/upload/s--UfLXnQ-j--/c_fill,g_auto,h_676,w_1200/f_auto,q_auto/v1/mediacorp/tdy/image/2024/09/06/sw-bossconvo.jpg?itok=Q1TUG-RM",Singapore,Business,leaning-left
Gen Zen: I didn't know I was angry until I took an anger management workshop. Here’s how I learnt to keep my cool,TODAY Online,https://www.todayonline.com/features/gen-zen-anger-management-workshop-learnt-keep-cool-2480596,2026-02-12,"When I think of anger, I picture red faces, raised voices and clenched fists, which are all things that unsettle me, that I try to avoid. So, when a colleague suggested that I try attending an anger management course for this article on mental health, I was intrigued but sceptical....","https://dam.mediacorp.sg/image/upload/s--srBY7Qem--/c_fill,g_auto,h_676,w_1200/f_auto,q_auto/v1/mediacorp/tdy/image/2024/08/30/sw-anger1.jpg?itok=4g49SuQE",Singapore,Health,leaning-left
Inked and proud: More young adults are showing off their body art as tattoos shed their 'gangster' image,TODAY Online,https://www.todayonline.com/features/inked-proud-tattoos-body-shed-gangster-image,2026-02-12,"WHY SOME YOUNG PEOPLE GET TATTOOS For many of the young, tattoos are more than just art — they are tangible reminders of significant life events and personal experiences. Showing off her nine tattoos on various parts of her body, another youth who did not want to give her full name said that her...","https://dam.mediacorp.sg/image/upload/s--7JFuIKr_--/c_fill,g_auto,h_676,w_1200/f_auto,q_auto/v1/mediacorp/tdy/image/2024/08/28/20240716_nlx_tattoos-4.jpg?itok=wQnAHbxd",Singapore,Entertainment,leaning-left
"The Stories Behind: From ITE graduate to vice-president of Marche's parent company, and how it all began with crepes",TODAY Online,https://www.todayonline.com/features/stories-behind-ite-graduate-vice-president-global-catering-firm-crepes-2480281,2026-02-12,"When I worked part-time at a cinema after completing my studies in secondary school, I would often stand beside a male colleague, watching as he operated the gigantic popcorn machine. Due to the imposing size of the equipment, popcorn-making was a task typically reserved for the men on the team....","https://dam.mediacorp.sg/image/upload/s--Wh7oAL12--/c_fill,g_auto,h_676,w_1200/f_auto,q_auto/v1/mediacorp/tdy/image/2024/08/29/20240822_nlx_tsb_jensen_low_marche-2.jpg?itok=p2CrbK-f",Singapore,Politics,leaning-left
Artificial intelligence or artificial marketing? How to cut through the AI hype when browsing for products,TODAY Online,https://www.todayonline.com/features/artificial-intelligence-or-artificial-marketing-how-cut-through-ai-hype-when-browsing-products-2480346,2026-02-12,"Walking through a consumer technology fair on Thursday afternoon (Aug 29), 25-year-old Leong Jun Wei's attention was caught by a booth selling laptops said to be integrated with artificial intelligence (AI)....","https://dam.mediacorp.sg/image/upload/s--AaQ6MTww--/c_fill,g_auto,h_676,w_1200/f_auto,q_auto/v1/mediacorp/tdy/image/2024/08/30/ai99.jpg?itok=GJBJ8_8K",Singapore,Business,leaning-left
"Gen Zen: Is 'cortisol face' on TikTok really a thing? Relax, everyday stress won't give you a 'puffy, round face'",TODAY Online,https://www.todayonline.com/features/gen-zen-cortisol-face-tiktok-stress-round-puffy-face-2476971,2026-02-12,"Something a woman said in a TikTok video made me sit up: ""You're not ugly. You just have cortisol face."" Wait, what is a ""cortisol face""? Isn't cortisol a hormone? Once the algorithm on my mobile phone started recognising my “interest” in the topic, I was gradually fed videos of more women talking...","https://dam.mediacorp.sg/image/upload/s---ncqQr7h--/c_fill,g_auto,h_676,w_1200/f_auto,q_auto/v1/mediacorp/tdy/image/2024/08/16/20240816-sw-cortisol_face_tiktok.jpg?itok=s8PqQdW1",Singapore,Technology,leaning-left
The Stories Behind: This bodyguard of Singapore presidents swapped gun for ladle to run her family's hawker stalls,TODAY Online,https://www.todayonline.com/features/stories-behind-bodyguard-spores-presidents-took-over-family-hawker-stalls-2476906,2026-02-12,"FROM THE ISTANA GROUNDS TO A PORRIDGE STALL The hawker trade is not new to Ms Lim, whose parents had met while running separate hawker stalls at Golden Mile Food Centre a couple of decades ago....","https://dam.mediacorp.sg/image/upload/s--MGYfPnQL--/c_fill,g_auto,h_676,w_1200/f_auto,q_auto/v1/mediacorp/tdy/image/2024/08/15/20240518_lim_hwee_yi_president_security.jpg?itok=pdEma_vz",Singapore,Crime,leaning-left
Adulting 101: My mum was reluctant to exercise despite having health issues. I needed to know why and how to motivate her,TODAY Online,https://www.todayonline.com/features/adulting-101-mum-seniors-reluctant-exercise-why-how-motivate-2472661,2026-02-12,"UNDERSTANDING THEIR CONCERNS Speaking to several trainers, I learnt that seniors are often aware of the importance of staying active. However, there may be factors such as limited mobility, difficulties in getting to the venue due to distance or lack of accessibility features such as lifts or...","https://dam.mediacorp.sg/image/upload/s--5B6tNyVf--/c_fill,g_auto,h_676,w_1200/f_auto,q_auto/v1/mediacorp/tdy/image/2024/08/08/20240808-sw-ayadulting_exercise_health_seniors.jpg?itok=OkQK_d3G",Singapore,Health,leaning-left
"Adulting 101: As a property 'noob', I learnt agents' fees can vary a lot — here's how to pick the right agent",TODAY Online,https://www.todayonline.com/features/adulting-property-noob-agents-fees-vary-pick-right-agent-2396206,2026-02-12,"As the youngest in the family, I've always been quite comfortable living with my parents and having nothing to worry about in my material needs. However, as my parents have grown older, they have often spoken to me about having to take over ownership of the home at some point....","https://dam.mediacorp.sg/image/upload/s--OH2BwdpJ--/c_fill,g_auto,h_676,w_1200/f_auto,q_auto/v1/mediacorp/tdy/image/2024/05/03/adulting.jpg?itok=_ijNmgLw",Singapore,Business,leaning-left
"Adulting 101: I 'broke up' with my best friend 10 years ago, so why does it still bother me today?",TODAY Online,https://www.todayonline.com/singapore/adulting-101-i-broke-my-best-friend-10-years-ago-so-why-does-it-still-bother-me-today-2397896,2026-02-12,"Slumped on my couch at the end of another hectic workday, I reached for my mobile phone to watch TikTok videos. This mindless scrolling usually brings me some respite, but when one video caught my eye, strange feelings started building up inside of me....","https://dam.mediacorp.sg/image/upload/s--BSQsBkUe--/c_fill,g_auto,h_676,w_1200/f_auto,q_auto/v1/mediacorp/tdy/image/2024/04/05/20240305-ns-ayfriend0406.jpg?itok=CCz60RVH",Singapore,Technology,leaning-left
Adulting 101: People around me are job-hopping. Am I missing out by not doing the same?,TODAY Online,https://www.todayonline.com/singapore/adulting-101-job-hopping-missing-out-2378811,2026-02-12,"I have a friend who is earning at least 30 per cent more than me, even though we work in the same industry. We catch up once or twice a year, and every time we do, I can't help but wonder: How did that happen?...","https://dam.mediacorp.sg/image/upload/s--SJuCbIxL--/c_fill,g_auto,h_676,w_1200/f_auto,q_auto/v1/mediacorp/tdy/image/2024/03/09/20240308-sw-jobhopping.jpg?itok=M3YwuYcx",Singapore,Business,leaning-left
"Adulting 101: As I transition from full-time study to work, how can I better manage my health and fitness?",TODAY Online,https://www.todayonline.com/singapore/adulting-101-i-transition-full-time-study-work-how-can-i-better-manage-my-health-and-fitness-2316376,2026-02-12,"Recently, while I was in the middle of my seven months' long internship, I recall lying on my exercise mat fully dressed in my physical training attire, as though I was ready to commence my workout....","https://dam.mediacorp.sg/image/upload/s--qUlJu-ET--/c_fill,g_auto,h_676,w_1200/f_auto,q_auto/v1/mediacorp/tdy/image/2023/12/01/20231202-ns-adulting101.jpg?itok=uYVXMiMJ",Singapore,Health,leaning-left
"Adulting 101: Laid off 3 months into my first job, I felt self-doubt even after landing another. I'm learning to cope",TODAY Online,https://www.todayonline.com/singapore/adulting-retrenched-3-months-first-job-anxiety-performance-2291951,2026-02-12,"As a bright-eyed fresh graduate, I was thrilled to land my first full-time job last year and was raring to tear off the “unemployed” tag that comes in the period after completing one's studies....","https://dam.mediacorp.sg/image/upload/s--JHH1rmoV--/c_fill,g_auto,h_676,w_1200/f_auto,q_auto/v1/mediacorp/cna/image/2024/09/25/ns-adulting101_0.jpg?itok=_fvw-Yho",Singapore,Business,leaning-left
Adulting 101: Confronting my 'bad' texting habits while striving to be a better friend in the digital age,TODAY Online,https://www.todayonline.com/singapore/adulting-101-confronting-my-bad-texting-habits-while-striving-be-better-friend-digital-age-2164816,2026-02-12,"I was in the middle of a work meeting last year when I suddenly received a phone call from a friend. As I could not take the call then, I sent a text to check if everything was okay. It turned out she was hoping to ask for a favour....","https://dam.mediacorp.sg/image/upload/s--CxfTQEC0--/c_fill,g_auto,h_676,w_1200/f_auto,q_auto/v1/mediacorp/tdy/image/2023/05/05/20230505-sw-dladulting.jpg?itok=DyvKSZkm",Singapore,Technology,leaning-left
Adulting 101: How losing 5 friends to sudden deaths from cardiac arrest led me to an existential crisis,TODAY Online,https://www.todayonline.com/singapore/adulting-101-untimely-deaths-friends-existential-crisis-2131826,2026-02-12,"Adulthood is an invigorating stage of life as young people join the workforce, take on more responsibilities and set their sights on the future. But its many facets — from managing finances and buying a home to achieving work-life balance — can be overwhelming....","https://dam.mediacorp.sg/image/upload/s--P7lCGlEE--/c_fill,g_auto,h_676,w_1200/f_auto,q_auto/v1/mediacorp/tdy/image/2023/03/17/thumbnail_20230317-sw-nbadulting.jpg?itok=ryC5TNS4",Singapore,Crime,leaning-left
Adulting 101: Why is it so difficult to find the 'perfect' present?,TODAY Online,https://www.todayonline.com/singapore/adulting-101-why-it-so-difficult-find-perfect-present-2062556,2026-02-12,"As a child, opening presents under the Christmas tree was the highlight of the festive season, wondering what Santa (rather, my parents) gifted that year. But with age comes the pressure of becoming Santa; the Christmas music blasting in malls signalling the start of making my laps around shopping...","https://dam.mediacorp.sg/image/upload/s--0FomTclj--/c_fill,g_auto,h_676,w_1200/f_auto,q_auto/v1/mediacorp/tdy/image/2022/12/03/20221202_am_adulting-gifting.jpg?itok=vuoQAT1W",Singapore,Entertainment,leaning-left
Adulting 101: How to avoid burn-out in a hyper-competitive environment,TODAY Online,https://www.todayonline.com/singapore/adulting-101-how-avoid-burn-out-hyper-competitive-environment-1962771,2026-02-12,"“Only going home now?” the office security guard asked, as I trudged out of the building just after midnight on a Saturday night, with a stack of books and laptop in hand. Though they were brief, I had come to treasure the conversations I had with him as the fun weekends I used to spend out with my...","https://dam.mediacorp.sg/image/upload/s--FdQ-ReKk--/c_fill,g_auto,h_676,w_1200/f_auto,q_auto/v1/mediacorp/tdy/image/2022/08/05/kladulting.jpg?itok=XKf68vFt",Singapore,Technology,leaning-left
"Adulting 101: I take revenge on my lack of free time by delaying sleep at night, but I know it's time to stop",TODAY Online,https://www.todayonline.com/singapore/adulting-101-i-take-revenge-my-lack-free-time-delaying-sleep-night-i-know-its-time-stop-1934691,2026-02-12,"It’s 12am, I’m in bed watching the latest season of Stranger Things on Netflix and I have arrived yet again at the same dilemma I face every night: Do I hit the ""next episode"" button (this last one ended on another cliffhanger…) or do I pick the sensible option of switching off my lights and going...","https://dam.mediacorp.sg/image/upload/s--8j9naZJr--/c_fill,g_auto,h_676,w_1200/f_auto,q_auto/v1/mediacorp/tdy/image/2022/07/01/20220701_am_adulting-revengesleep.jpg?itok=3nTEwCk-",Singapore,Entertainment,leaning-left
"Adulting 101: My wife and I have no siblings, so my worries as our parents' caregivers are compounded",TODAY Online,https://www.todayonline.com/singapore/adulting-101-my-wife-and-i-have-no-siblings-so-my-worries-our-parents-caregivers-are-compounded-1836721,2026-02-12,"When my wife and I first started dating, I was amused to find out that she, too, is an only child. The typical ups and downs of not having siblings in the household while growing up was something familiar to us both....","https://dam.mediacorp.sg/image/upload/s--LK9BPxiZ--/c_fill,g_auto,h_676,w_1200/f_auto,q_auto/v1/mediacorp/tdy/image/2022/03/04/20220304_am_adulting-taufiq.jpg?itok=_h_3YX7k",Singapore,Health,leaning-left
"Adulting 101: My friends have made thousands overnight trading NFTs, but is the hype too good to be true?",TODAY Online,https://www.todayonline.com/singapore/adulting-101-my-friends-have-made-thousands-overnight-trading-nfts-hype-too-good-be-true-1809991,2026-02-12,"Even as someone who is generally sceptical of anything that sounds too good to be true, I could not ignore the chatter around non-fungible tokens (NFTs) that had been growing around me over the past few months....","https://dam.mediacorp.sg/image/upload/s--a49rxL5x--/c_fill,g_auto,h_676,w_1200/f_auto,q_auto/v1/mediacorp/tdy/image/2022/02/04/nftadult.jpg?itok=Sm0fVCF0",Singapore,Business,leaning-left
Community Heroes: How I use my skills as an ex-tech insider to uplift underprivileged families and workers,TODAY Online,https://www.todayonline.com/voices/community-heroes-ex-tech-insider-uplift-families-workers-2480576,2026-02-12,"My passion for giving stems from a deeply rooted belief in social responsibility and a desire to make a positive impact in the community. Growing up in a family that emphasised the importance of charity, my sense of giving back to others and society has always been through monetary donations....","https://dam.mediacorp.sg/image/upload/s--AWM7TMR1--/c_fill,g_auto,h_676,w_1200/f_auto,q_auto/v1/mediacorp/tdy/image/2024/08/30/20240620_raj_community_heroes_luo_chen_jun4.jpg?itok=_PGuL_ye",Singapore,Technology,leaning-left
"Community Heroes: Why I teach kids coding for free, despite being told I'm 'too young'",TODAY Online,https://www.todayonline.com/voices/community-heroes-teach-kids-coding-free-too-young-2480101,2026-02-12,"Some of my friends said that there was no way I can start a ground-up initiative. This was when I told them about starting Kids Learn Code at 13, while studying full-time in secondary school....","https://dam.mediacorp.sg/image/upload/s--Lkyq2BGv--/c_fill,g_auto,h_676,w_1200/f_auto,q_auto/v1/mediacorp/tdy/image/2024/08/23/20240729_llt_kids_learn_code-1.jpg?itok=xMRFhH-w",Singapore,Technology,leaning-left
Daily Debrief: What Happened Today (Feb 11),The Business Times,https://www.businesstimes.com.sg/singapore/daily-debrief-what-happened-today-feb-111,2026-02-12,The board has proposed a tax-exempt ordinary dividend of S$0.12 a share for FY2025. BT FILE Stories you might have missed CLI sinks into the red with S$142 million H2 loss on China asset drag; operating profit up 30% REVALUATION loss and impairments exceed S$400 million; the group will speed up...,https://cassette.sphdigital.com.sg/image/businesstimes/b23fe873a9ee30332286434f0cc027cbfee26c98e3422006546b575ac5937166?w=1200&f=webp,Singapore,Business,leaning-left
Budget 2026: Live updates on PM Lawrence Wong’s speech,The Business Times,https://www.businesstimes.com.sg/singapore/budget-2026-where-get-live-updates-pm-lawrence-wongs-speech,2026-02-12,"In a video, PM Wong said that Singaporeans may expect more job-related support from the government This will be Prime Minister Lawrence Wong's second Budget as prime minister. BT FILE [SINGAPORE] Prime Minister Lawrence Wong will deliver Singapore’s Budget 2026 statement on Thursday (Feb 12) at...",https://cassette.sphdigital.com.sg/image/businesstimes/564003406dc247ae27aacdbe45c8a6d53a6f47e3495bcaa22341e47fc63b92b3?w=1200&f=webp,Singapore,Politics,center
